name,price,description,asin,product_description,manufacturer
"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",₹670,"FUR JADEN Anti Theft Number Lock Backpack Bag with 15.6 Inch Laptop Compartment, USB Charging Port & Organizer Pocket for Men Women Boys Girls",,"Stay organized all day with a durable and lightweight backpack from Fur Jaden. This back pack is a stylish and functional accessory for men and women. Can add admiration to an appealing and daring personality with a remarkable aesthetics and functionality. This backpack features an anti-theft design. You can also charge your phone on the go and organize your stuff like pro. Fur Jaden functional back pack is apt to protect your gadgets and belongings from being stolen while you travel, thanks to its special anti-theft design. Now keep your belongings safe with style. The backpack features multiple compartments that you may use for your laptop and other essentials. A remarkable feature of this backpack allows you to charge your phone while you are on the move. With an attached charging dock in the back you may connect a portable power bank with ease. Weighing about 600grams, this backpack is lightweight. The backpack is able to house a laptop of up to 15.6 inches and has seven inner compartments to place your other essentials. Made from durable quality polymer this Fur Jaden back pack is sturdy and reliable. Flaunt this bag with style and low maintenance as this bag is washable. This backpack is also suitable for school or college. The straps are designed to distribute the weight equally on each shoulder preventing any sort of discomfort. Use this back pack for office, college/school or during travels.",Brand: FUR JADEN
"GoTrippin Waist Bags for Men Women- Premium Stitching, Branded Zippers, Waterproof pocket, RFID safe- Large Fanny pack for Hiking Travel Camping Running Sports Outdoors, Money Belt with Adjustable Strap (Polyester,Black)",₹999,"GoTrippin Waist Bags for Men Women- Premium Stitching, Branded Zippers, Waterproof pocket, RFID safe- Large Fanny pack for Hiking Travel Camping Running Sports Outdoors, Money Belt with Adjustable Strap (Polyester,Black)",,,Visit the GOTRIPPIN Store
Arctic Hunter Laptop Bag Expandable Backpack for 16 inch Lapotp 40L Travel Backpack Water-resistant Business School Backpack with USB Port for Men and Women,"₹3,699",Arctic Hunter Laptop Bag Expandable Backpack for 16 inch Lapotp 40L Travel Backpack Water-resistant Business School Backpack with USB Port for Men and Women,,"laptop backpack is made of 100% polyster, it is durable and water-resistant, the main pocket is expandable and the storage volume is about 40L,which can meet your needs for office travel.",Visit the ah arctic hunter Store
"Amazon Basics Laptop Messenger Bag with Adjustable Shoulder Strap, Padded Compartment & Storage Pockets, Lightweight, Water-Resistant, Travel-Friendly, Fits Up To 15.6"" Laptops (Unisex, Black & Grey)",₹799,"Amazon Basics Laptop Messenger Bag with Adjustable Shoulder Strap, Padded Compartment & Storage Pockets, Lightweight, Water-Resistant, Travel-Friendly, Fits Up To 15.6"" Laptops (Unisex, Black & Grey)",,"Carry your laptop conveniently with this stylish laptop messenger bag from Amazon Basics. It comes with a padded pocket suitable for a 15"" laptop, and other pockets to store small items. It is made from durable, water-resistant nylon and protects your belongings against accidental scratches, drops, shocks, and spills. The metal zippers add to its sturdiness and reliability. It comes with an adjustable shoulder strap, that may be removed to carry it as a handbag. It attaches easily to trolleys or luggage handles, making it the perfect on-the-go laptop case.",Brand: amazon basics
American Tourister Ohio Polyester 65 Cms Wheel Travel Duffle Bag (Blue),"₹1,999",American Tourister Ohio Polyester 65 Cms Wheel Travel Duffle Bag (Blue),,"The fashion conscious and on-trend American Tourister patron prefers to step-out in style no matter the occasion. Be it a trip to the gym, an overnighter or a vacation – we have a design to suit every need. Like all products from the brand, our duffel bags meet the highest quality standards for which American Tourister is known. This attention to detail is reflected in the positive feedback from our customers in 100+ countries. Made from premium dobby double dot fabric, this durable duffle offers reliability that stands up to the wear and tear of travel. The duffel bag’s lightweight design makes it a perfect companion for all your gym needs or even as a carry-on during a weekend getaway! Designed for unisex use, this bag is a good substitute for a suitcase – minus the weight and bulkiness. The main compartment offers a wide u-shaped opening for absolute hassle-free packing. There is also a spacious front quick access pocket to store a hand towel, an extra t-shirt or anything else you might need on the go. The detachable shoulder strap may also be adjusted to suit the height and stature of the person holding it. Additionally, the bag is equipped with twin grab handles to alternate carrying with the shoulder strap. Number of Compartments: 1",Brand: American Tourister
"Glowic Hopping Grocery, Travel, Beach | Shoulder Handbags Women, College Bags for Girls Stylish Trendy(WBAG-34) (Multi Colour)",₹459,"Glowic Hopping Grocery, Travel, Beach | Shoulder Handbags Women, College Bags for Girls Stylish Trendy(WBAG-34) (Multi Colour)",,"GLOWIC presents an range of chic, stylish and classy bags. Perfect Look: Designed for the modern woman, we use a variety of trendy and traditional prints that make you and your bag stand out in the crowd. Colourful: Classic colour combinations as well as mix and match of hip patterns make these bags ideal for any occasion. Occasion: be it work, college,travel, event or a party, there is a perfect bag for everything and everyone. Long Lasting: Comfortable and Spacious, light to hold and long lasting, our line of fashionable sling bags and totes are a must have in any wardrobe Available in beautiful prints, eye catching embroidery and brilliant colours, our bags complement your clothes and accentuate your accessories.Available in beautiful prints, eye catching embroidery and brilliant colours, our bags complement your clothes and accentuate your accessories.",Visit the Glowic Store
"SACCI MUCCI Women's Rainbow Sling Bag, Handmade Bags for Females - 100% Vegan Leather and Coated Duck canvas Fabric, Lightweight and Durable",₹499,"SACCI MUCCI Women's Rainbow Sling Bag, Handmade Bags for Females - 100% Vegan Leather and Coated Duck canvas Fabric, Lightweight and Durable",,,Visit the SACCI MUCCI Store
URBAN CARRIER 30 Liters Polyester Water Resistant Heavy Duty | Backpack | College Bag | Laptop Bag for Men & Women (Sky Blue Grey),₹431,URBAN CARRIER 30 Liters Polyester Water Resistant Heavy Duty | Backpack | College Bag | Laptop Bag for Men & Women (Sky Blue Grey),,"The Urban Carrier laptop backpack has multiple expansive interior compartments to hold books, folders, accessories, and other items. In addition, the quick access ""speed pocket"" provides a secure place for your cell phone, boarding pass, or other small items. On the outside of the bag, meshed pouches can store your water bottle. When you travel with your computer, there is no need to bring an additional bag or sleeve. The padded interior features a separate interior space that is able to hold up to 15 inch laptops and notebooks.",Brand: URBAN CARRIER
COSMUS Men's Sling Bag (Red & Black),₹563,COSMUS Men's Sling Bag (Red & Black),,"Casual and Stylish lightweight Sling Bag for men to carry a Mobile phone, other small gadget, tickets, passport, wallet and important documents handy and secure.Made of Hi-grade PU coated Polyester fabric and it comes in 5 elegant and cool colour combinations to pick one which suits your personality.It has 3 sections in the Bag to keep all your essential items in an organised way. One main compartment which also includes a cushioned pocket for mobile phone or another gadget which needs extra protection, Front zipper pocket is for Easy access handy Items like wallet, tickets, passport, phone etc, also you can keep your valuable documents securely in backside zipper pocket.The shoulder strap is long enough to use the bag as a cross shoulder bag and Strong metal zipper gives its nice look.",Visit the COSMUS Store
"Amazon Basics- Laptop Messenger Bag for 13.3-Inch, 14-Inch, 15.6 -Inch Laptop Bag for Men and Women",₹499,"Amazon Basics- Laptop Messenger Bag for 13.3-Inch, 14-Inch, 15.6 -Inch Laptop Bag for Men and Women",,,Brand: AmazonBasics
satellite backpacks for men women backpack bags school bag boys under 35 ltr litres casual bagpack black,₹516,satellite backpacks for men women backpack bags school bag boys under 35 ltr litres casual bagpack black,,,Visit the Satellite Store
ADISA Women's Girls Party Sling Bag Crossbody,₹378,ADISA Women's Girls Party Sling Bag Crossbody,,"Box sling bag made with high quality PU with fancy show fitting on the front. The sling belt is a full length PU belt which is height adjustable. Inside it has 1 main compartment for convenience of storing your essentials with ease and without any hassle. This is a new and fresh design which is trending in the current fashion season. A classy and stylish sling perfect for parties and clubbing, or for casual daily use.",Visit the ADISA Store
POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,"₹1,399",POLICE Backpack for Men Casual Laptop Bag Office/Travel/College 30 Ltr Hedge Polyester - Black,,Backpack,Visit the POLICE Store
"WALKENT Waterproof Laptop Bag for Men with Side Bottle Pockets, Cushioned Straps & More P3","₹4,990","WALKENT Waterproof Laptop Bag for Men with Side Bottle Pockets, Cushioned Straps & More P3",,"WALKENT Waterproof Laptop Bag for Men with Side Bottle Pockets, Cushioned Straps & More P3",Visit the WALKENT Store
Sichumaria Flamingo Cosmetic Bag Portable Travel Makeup Bag for Women Large Travel Water-Resistant Zipper Makeup Organizer for Girls Make Up Bag Brush Bags (Pink),₹238,Sichumaria Flamingo Cosmetic Bag Portable Travel Makeup Bag for Women Large Travel Water-Resistant Zipper Makeup Organizer for Girls Make Up Bag Brush Bags (Pink),,,Brand: Sichumaria
Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,₹979,Gear Classic 20L Faux Leather Water Resistant Anti Theft Laptop Bag/Backpack for Men/Women-Black,,,Visit the Gear Store
"POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹599,"POLESTAR Leader 34 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",,,Visit the POLESTAR Store
PUMA 26 Ltrs Puma Black Laptop Backpack,"₹1,239",PUMA 26 Ltrs Puma Black Laptop Backpack,,,Brand: Puma
Aristrocrat Unisex Laptop Bag Grey One Size,₹799,Aristrocrat Unisex Laptop Bag Grey One Size,,"Stylish, Secure feature packed Laptop backpack Spacious Compartment Laptop Compatible Front Quick Access Pocket Power Bank Pocket Padded Grab Handle Shoulder strap re-enforcement",Visit the Aristrocrat Store
Aristocrat Unisex Black Premium Polyester Fabric 28L Backpacks,"₹1,322",Aristocrat Unisex Black Premium Polyester Fabric 28L Backpacks,,Spacious Laptop compatible backpack 3 Compartments Quick access front pocket Organizer USB Charging port Power Bank Pocket Coin Pocket Back secret Pocket Rain Cover Side Compression Straps Side Fabric Pocket Padded Grab Handle,Visit the Aristocrat Store
F Gear Burner P8 19 Ltrs White Casual Laptop Backpack,₹661.75,F Gear Burner P8 19 Ltrs White Casual Laptop Backpack,,,Brand: F Gear
"Red Lemon Titan Ultrafit Plus Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women55L Outdoor and Camping 3in1 Office Bags,Travelling,Backpack","₹3,799","Red Lemon Titan Ultrafit Plus Bange Series 15.6-inch Laptop Bags Backpacks for Men and Women55L Outdoor and Camping 3in1 Office Bags,Travelling,Backpack",,,Visit the Red Lemon Store
STRABO Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School,"₹1,379",STRABO Stark Lightweight Laptop Bags Backpacks for Boys Girls Stylish Men and Women Casual 15.6 inch 32 L Travel Laptop Bag College Office School,,"Heathered and Soft Muted Colors created by blending yarns of different colors together, made of canvas lookalike polyester fabric. The high quality construction and the vivid color combinatios available make the STRABO STARK the perfect companion for all your carrying needs, be it the daily office run, a quick weekend getaway or a long haul flight, it’s sure to carry all that you need in your life while grabing attention from left right and centre.",Brand: STRABO
EUME Tourismo 36L Laptop Backpack Bag with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop,"₹2,499",EUME Tourismo 36L Laptop Backpack Bag with 2 Large Compartment for Work Office & Business Travel for Men & Women | Water Resistance | Fit Up to 16 Inch Laptop,,,Visit the EUME Store
FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,₹749,FUR JADEN 15.6 Anti Theft Laptop Backpack with USB Charging Port Unisex Bag for College Office Suitable for Men Women,,,Brand: FUR JADEN
JAVILANT 35L Waterproof Rain & Dust Cover for Backpack with Pouch | Rain Cover for Laptop/School/College & Office Bag Black Color with Orange Print,₹219,JAVILANT 35L Waterproof Rain & Dust Cover for Backpack with Pouch | Rain Cover for Laptop/School/College & Office Bag Black Color with Orange Print,,,Brand: Javilant designer
"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","₹1,329","FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",,"Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised. Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe. Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.",Brand: FUR JADEN
Gear polyester 44 cms Duffle Bag(DUFPRO2000106_Black),₹431,Gear polyester 44 cms Duffle Bag(DUFPRO2000106_Black),,"Intuitively crafted at the Gear Design Studio to balance comfort, style, endurance and functionality.",Visit the Gear Store
Kuber Industries Faux Leather 20 Cms Duffle Bag(CTKTC34727_Grey),₹279,Kuber Industries Faux Leather 20 Cms Duffle Bag(CTKTC34727_Grey),,"Multipurpose:You can use it when shopping, home organizing, travelling, storage,etc. Save your time and space with big capacity. Can attach on the draw bar of suitcase, luggage etc. . Durable Material, High Quality: Made of high quality Rexine Material, soft and smoothly touching feelings;high quality zippers. High workmanship and quality control. Durable and Fashionable. . Convenient Human Design:Spacious capacity,lightweight and foldable with one additional small zipper pocket. Convenient for your travelling around and organize all your clothes, socks, Toiletry makeups,etc. . Luggage Handle through This Bag's Pocket:This Cabin Approved Flight Bag can be fixed stably on your suitcase or luggage handle when you are travelling outside and Unfold at the airport to avoid extra baggage charges.",Visit the Kuber Industries Store
"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹579,"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",,,Visit the POLESTAR Store
COSMUS Darwin Navy Blue Laptop Backpack for (15.6 inch),"₹1,333",COSMUS Darwin Navy Blue Laptop Backpack for (15.6 inch),,,Visit the COSMUS Store
"AmazonBasics Laptop Backpack - 24L, Water Repellent and Wear Resistant, Dark Grey",₹799,"AmazonBasics Laptop Backpack - 24L, Water Repellent and Wear Resistant, Dark Grey",,,Brand: amazon basics
Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Black,₹899,Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Black,,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.",Visit the Safari Store
Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue,₹899,Safari Quill Large Laptop Backpack 26 Ltrs Water Resistant Fabric - Blue,,"Safari Quill is a 26 Litres, 2 compartment laptop backpack perfect for daily usage. It has a dedicated tech safe laptop sleeve that can hold upto 17 inch laptop or any smaller ones easily. The laptop sleeve is also fully padded from the bottom protecting your device from any shock or damage. This backpack is especially designed for todays fast paced world, where everything should be compact and lightweight. This backpack is perfect for everyday usage such as college, school, tuitions, or short holiday trips. The front pocket is designed to keep your essentials organized and side mesh pockets are perfect for storing your water bottle and umberella. Made of high grade water resistant polyester fabric, this backpack will last you several trips.",Visit the Safari Store
"FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls","₹1,329","FUR JADEN 15.6 Inch Smart Laptop Backpack Bag With USB Charging Port, Anti Theft Pocket and Accessories Organiser for Men Women Boys Girls",,"Essence: This Fur Jaden smart laptop backpack is for Men and Women who are looking for a voguish, modernistic and branded backpack while having the option to not compromise on quality and be able to carry tons of stuff. Easy Access Pockets: A sleek anti theft pocket on the back as well as 2 pockets on the front side help keep all your belongings comfortably organised. Multi Functional: This Fur Jaden Smart Backpack for men and women comes with a USB Charging Port which offers a convenient way to ensure you never run out of battery on the go. Organizer Pockets in the front compartment help keep al your accessories organized. Padded Laptop compartment helps keep your laptop safe. Ergonomic Design: The backpack features a sleek and ergonomic design with a balanced weight distribution through its straps to reduce the load bearing on your shoulders while the padded ventilated air mesh helps reduce sweat. This makes this bagpack a suitable alternative to bulky and unsightly laptop backpacks. The compact design of this Fur Jaden smart travel bag helps you to rest it comfortably on your shoulders while accommodating all your essentials with ease.",Brand: FUR JADEN
"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",₹499,"SFANE Polyester 23 cms Navy Blue Gym Bag, Shoulder Bag, Sports Bag for Men & Women with Separate Shoes Compartment (Blue)",,,Visit the Sfane Store
LL LEATHER LAND DESIGNER BAGS Women Sling Bag,₹299,LL LEATHER LAND DESIGNER BAGS Women Sling Bag,,"Leather Land Designer bags are one of the trendy bags manufactures in India. Belladona is a SUB Brand of Leather Land Designer bags, these products are designed with the latest model cuts, Standard Material, Runners and lining. By keeping in view the present fashion and at reasonable rate to match all age groups of people 1) This small sling is used best for items such as mobile, money, specs etc. best use for Daily purpose. 2) Runner is used of standard stain less steel. 3) This sling has adjustable strap belt with standard fine fabric quality lining. 4) The colors of this bag material are used to match the present fashion world as Elegant and stylish look. 5) This product consists of ‘1’ Main Zipper compartment,’1’ Inner zip pocket, and ‘1’ back wide zip pocket 6) Water Resistant. 7) This Sling is made of Standard Leather Texture Look Material, 8) and it is easily Washable with Wet White Cloth Dumped in some soap liquid material. 9) Length 10 Inches, Height 9 inches and Base 4 inches.",Brand: LL LEATHER LAND DESIGNER BAGS
"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",₹579,"POLESTAR Noble 32 L Bag for College, School, Office, Casual Multipurpose Backpack with 15.6"" Laptop Compartment, Water Resistant, Unisex Design, Stylish & Durable, 1 Year Warranty",,,Visit the POLESTAR Store
F Gear Burner P8 19 Ltrs White Casual Laptop Backpack,₹661.75,F Gear Burner P8 19 Ltrs White Casual Laptop Backpack,,,Brand: F Gear
"MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women","₹7,499","MOKOBARA The Work Backpack 15.6"" Inch Laptop | Travel Backpack For Men And Women",,,Visit the MOKOBARA Store
JAVILANT 35L Waterproof Rain & Dust Cover for Backpack with Pouch | Rain Cover for Laptop/School/College & Office Bag Black Color with Orange Print,₹219,JAVILANT 35L Waterproof Rain & Dust Cover for Backpack with Pouch | Rain Cover for Laptop/School/College & Office Bag Black Color with Orange Print,,,Brand: Javilant designer
Kuber Industries Faux Leather 20 Cms Duffle Bag(CTKTC34727_Grey),₹279,Kuber Industries Faux Leather 20 Cms Duffle Bag(CTKTC34727_Grey),,"Multipurpose:You can use it when shopping, home organizing, travelling, storage,etc. Save your time and space with big capacity. Can attach on the draw bar of suitcase, luggage etc. . Durable Material, High Quality: Made of high quality Rexine Material, soft and smoothly touching feelings;high quality zippers. High workmanship and quality control. Durable and Fashionable. . Convenient Human Design:Spacious capacity,lightweight and foldable with one additional small zipper pocket. Convenient for your travelling around and organize all your clothes, socks, Toiletry makeups,etc. . Luggage Handle through This Bag's Pocket:This Cabin Approved Flight Bag can be fixed stably on your suitcase or luggage handle when you are travelling outside and Unfold at the airport to avoid extra baggage charges.",Visit the Kuber Industries Store
"AmazonBasics Laptop Backpack - 24L, Water Repellent and Wear Resistant, Dark Grey",₹799,"AmazonBasics Laptop Backpack - 24L, Water Repellent and Wear Resistant, Dark Grey",,,Brand: amazon basics
18 L Multicolour Printed Drawstring Polyester Multi Utility Bag for Sports/Gym/Yoga/College/Casual Backpack – Light Weight/Washable,₹199,18 L Multicolour Printed Drawstring Polyester Multi Utility Bag for Sports/Gym/Yoga/College/Casual Backpack – Light Weight/Washable,,"This CSZ backpacks is made of polyester. This backpack has one main compartment. This drawstring backpack is efficient to hold your essentials. The Drawstring bag is excellent quality and durability. These backpacks are available in brilliant and long lasting colors. This backpack is perfect for sports man, athletes and students also. Its compact size and style definitely adds in your dazzling personality. Dimension: (W x H): 13 x 19 inch. (33 X 48 cm) This bag is easy to wash. Shop with Confidence. Material: Polyester. Easily Washable and Durable.",Brand: Generic
ASIAN Sling Bag for Women - Handmade Bags for Females - Jute and Indian Fabric Slings - Side Bags for Mobile Phones and Wallets (Black),₹224,ASIAN Sling Bag for Women - Handmade Bags for Females - Jute and Indian Fabric Slings - Side Bags for Mobile Phones and Wallets (Black),,"ASIAN introduces a variety of bags, including laptop bags, handbags, office bags, wallets, sling bags, bucket bags, backpacks, Hobo Bags and many more, that are made up of fabrics like Ikat, Jute and Khadi. All the products are 100% Jute, These bags are handcrafted by experts with trendy looks, beautiful prints and colours. There are many styles available for various purposes. The functionalities of the bag also are kept at its best with enough space, compartments, lightweight and durability. Asian bags are a delight when it comes to the value of money, having all previously stated features.",Visit the ASIAN Store
K London Stylish Real Leather Black Waist Bag Elegant Style Travel Pouch Passport Holder with Adjustable Strap(246_Black),₹335,K London Stylish Real Leather Black Waist Bag Elegant Style Travel Pouch Passport Holder with Adjustable Strap(246_Black),,"Stylish & trendy Black coloured Waist bag from the house of K London, designed to carry all small and regular accessory like cards, keys, earphones, power bank, coins, pen, Money,Passport,Card holders and other valuables etc. Made with high quality soft Genuine Leather. It has Adjustable Strap to fit waist of all sizes. This waist pouch has 2 zipper pockets in the front and 1 zipper pocket at back.This Waist pouch is ideal for men and women for travelling. Avoid contact with moisture and water.",Visit the K London Store
"Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small)","₹1,590","Skybags Unisex Polyester Solid Pattern Hustle Df 55 (Orange, Small)",,"VIP Industries Limited is a renowned brand specializing in the manufacturing of quality bags for a wide range of purposes. With a rich history and extensive expertise in the industry, VIP Industries has established itself as a trusted provider of bags for numerous renowned brands. From travel luggage to stylish backpacks, business cases to trendy handbags, VIP Industries offers a diverse portfolio of products that cater to the diverse needs and preferences of its customers.",Visit the Skybags Store
Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,₹907,Gear Workspace 18L Water Resistant Laptop Bag/Backpack/Office Bag for Men/Women-Black,,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.",Visit the Gear Store
Gear Eco4 18L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,₹494,Gear Eco4 18L Water Resistant School Bag//Backpack/College Bag for Men/Women - Navy Blue,,"Intuitively crafted at the Gear design studio to balance comfort, style, endurance and functionality.",Visit the Gear Store
Lenovo 15.6-inch Casual Laptop Briefcase T210,₹979,Lenovo 15.6-inch Casual Laptop Briefcase T210,,,Brand: Lenovo
Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),₹176,Murano Louis 10ltr Casual daybackpack/Office & Travel Bag/School Bag/College Bag/Men/Women/Girl/Boy (Orange),,,Visit the Murano Store
Wooum Slim Cross Body Travel Mobile Pouch Sling Messenger Bag for Women Girls lady's Mobile Bag,₹236,Wooum Slim Cross Body Travel Mobile Pouch Sling Messenger Bag for Women Girls lady's Mobile Bag,,Wooum Slim Cross Body Travel Mobile Pouch Sling Messenger Bag for Women Girls lady's Mobile Bag,Visit the Wooum Store
"Sprqcart Travel Duffel Bag, Sports Tote Gym Bag, Shoulder Weekender Overnight Bag for Women (Green)",₹474.05,"Sprqcart Travel Duffel Bag, Sports Tote Gym Bag, Shoulder Weekender Overnight Bag for Women (Green)",,,Brand: Sprqcart
Gear Bounce 27 Ltrs Water Resistant School Bag/Backpack/College Bag for Men/Women-Grey Orange,₹614,Gear Bounce 27 Ltrs Water Resistant School Bag/Backpack/College Bag for Men/Women-Grey Orange,,"Gear bags are designed for the quick commute as well for the long journey. These backpacks can be used as laptop bags, adventure bags and so on. Your favorite travel companion, the backpacks come with enough storage space to carry all your requirements.",Visit the Gear Store
Lavie Women's Medium Mamo Dome Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,₹779,Lavie Women's Medium Mamo Dome Sling Bag | Ladies Purse Handbag | Crossbody Sling Strap,,,Visit the Lavie Store
F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),"₹1,149",F Gear Tycoon 27 Liters Laptop Backpack Sch Bag(Black),,"If you have loads to carry around your search ends here. Here comes a bag which has three huge compartments. Designed keeping in mind the school children with loads of books apart from lunch boxes, water bottles and projects. This bag fits all. A very sturdy and strong bag comes with two bottle pouches and a stationery organizer. Laptop compartment also present. It can also be used as an overnight or a travel backpack for a few days. Comes with the F Gear promise of quality.",Visit the F Gear Store
Impulse Impbee 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with Rain Cover & 1 Year Warranty,₹881,Impulse Impbee 45L Laptop Backpack/Office Bag/School Bag/College Bag/Business Bag/Travel Backpack Water Resistant Fits Up to 16 Inch Laptop with Rain Cover & 1 Year Warranty,,"Impulse Backpack are made to give you comfort and durability, It is light in weight one backpack for all your needs",Brand: Impulse
Speed X Fashion Women's Handbag,"₹1,087",Speed X Fashion Women's Handbag,,"It Is Durable, Light - Weight And Super Versatile Which Makes It Ideal To Carry Throughout The Day. This Ladies Hand Bag Is Great For Women Who Want To Amp Up Their Style. It's Perfect Size And Versatility Makes It An Excellent Everyday Bag. This Trendy Bag For Women Has A Top Zip Closure For Safety And Comfort. The Interior Has 2 Spacious Compartment And 4 Utility Pockets. Which Provides Plenty Of Storage Space For Keeping Phone, Portable Charger, Keys, Hairbrush, Wallet, Sunglasses, etc. This Trendy Ladies Hand Bag Has The Latest Horizontal Taut. Dimensions 23 Cm Height X 31 Cm Length X 10.5 Cm Width.",Brand: Speed X Fashion
Shopiable Store Folding Storage Luggage Bag Travelling Shoulder Hand Bags Lightweight Waterproof Duffle Bag for Women (Pink),₹379,Shopiable Store Folding Storage Luggage Bag Travelling Shoulder Hand Bags Lightweight Waterproof Duffle Bag for Women (Pink),,"Foldable Travel Duffel Bag Tote Carry on LuggageUnique design enables waterproof travel bag to be placed on the suitcase, durable with handles make you relaxed for transport.Travel bag, Tote bag save much space after folding, travel bag tote easily carry on your flight and travel after expansion.Easy to use travel bag, you can travel tote carry some clothes and essentials for weekended escapade.Its external storage pocket offers quick access to small items.Double Zippers with smooth Reliable zippers, no need to worry any ripping or break during trips.The bag could be foldable into its own small pocket when not in use, but no extra small bag is included. Folding up into a small pouch does not take much space in your luggage, unfolded as extra bag for souvenir or clothes when travelling leaves room for valuables in your suitcase, or used as a carry-on with decent size to fit under an airline seat or in the overhead bin in case you are overweight for a checked bag.",Brand: Shopiable Store
Skybags Unisex Grey Jacqard 34L Laptop Bags,"₹1,279",Skybags Unisex Grey Jacqard 34L Laptop Bags,,"Ideal for a working professional travelling to work by bus, train, ola/uber/cab etc. Laptop compatibility & professional looking backpack",Visit the Skybags Store
DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,₹339,DZert Clasy Laptop Bag College Bag for Boys Girls 21 L Red Black,,,Visit the DZert Store
